cell_id,group_id,isomer,theta,phi,chain_index,opt_converged,attempts,final_gnorm,E_opt_hartree,conv_threshold,qed_ccsd_input_written
ortho_th72_ph18,ortho_th72,ortho,72.0,18.0,1,True,1,0.0012294827899408272,-3010.333209131369,0.002,True
ortho_th72_ph36,ortho_th72,ortho,72.0,36.0,2,True,2,0.0012994825848952742,-3010.3313415914668,0.002,True
ortho_th72_ph54,ortho_th72,ortho,72.0,54.0,3,True,1,0.00024947237330577175,-3010.3288511498795,0.002,True
ortho_th72_ph72,ortho_th72,ortho,72.0,72.0,4,True,1,0.0012636140098737766,-3010.3258461561777,0.002,True
ortho_th72_ph90,ortho_th72,ortho,72.0,90.0,5,True,2,0.001822341330628389,-3010.3225339434084,0.002,True
ortho_th72_ph108,ortho_th72,ortho,72.0,108.0,6,True,1,0.0016798657965471685,-3010.319440516715,0.002,True
ortho_th72_ph126,ortho_th72,ortho,72.0,126.0,7,True,1,0.0014122773759233835,-3010.3177533233725,0.002,True
ortho_th72_ph144,ortho_th72,ortho,72.0,144.0,8,True,1,0.00144567116515429,-3010.318888873889,0.002,True
ortho_th72_ph162,ortho_th72,ortho,72.0,162.0,9,True,1,0.0006897613473881009,-3010.3230189988244,0.002,True
ortho_th72_ph180,ortho_th72,ortho,72.0,180.0,10,True,1,0.0009699140096244602,-3010.3278939758266,0.002,True
ortho_th72_ph198,ortho_th72,ortho,72.0,198.0,11,True,1,0.0014537220076494795,-3010.330404321148,0.002,True
ortho_th72_ph216,ortho_th72,ortho,72.0,216.0,12,True,1,0.0013275899193033853,-3010.3296396443106,0.002,True
ortho_th72_ph234,ortho_th72,ortho,72.0,234.0,13,True,1,0.0012584175964868583,-3010.3284708378555,0.002,True
ortho_th72_ph252,ortho_th72,ortho,72.0,252.0,14,True,2,0.0018152944958975369,-3010.3270217786658,0.002,True
ortho_th72_ph270,ortho_th72,ortho,72.0,270.0,15,True,2,0.0017293554548106541,-3010.3244178514824,0.002,True
ortho_th72_ph288,ortho_th72,ortho,72.0,288.0,16,True,1,0.0014719258289657717,-3010.3214151962293,0.002,True
ortho_th72_ph306,ortho_th72,ortho,72.0,306.0,17,True,1,0.0015864138788247984,-3010.319253125647,0.002,True
ortho_th72_ph324,ortho_th72,ortho,72.0,324.0,18,True,2,0.0012764308475949364,-3010.318939439458,0.002,True
ortho_th72_ph342,ortho_th72,ortho,72.0,342.0,19,True,2,0.0015893858281152383,-3010.3205434439033,0.002,True
ortho_th81_ph0,ortho_th81,ortho,81.0,0.0,0,True,3,0.0011658066015075078,-3010.3294619355383,0.002,True
ortho_th81_ph18,ortho_th81,ortho,81.0,18.0,1,True,1,0.001765365023185641,-3010.330747552783,0.002,True
ortho_th81_ph36,ortho_th81,ortho,81.0,36.0,2,True,1,0.0009872586144789469,-3010.3291736379556,0.002,True
ortho_th81_ph54,ortho_th81,ortho,81.0,54.0,3,True,1,0.0012483005505607501,-3010.327539593711,0.002,True
ortho_th81_ph72,ortho_th81,ortho,81.0,72.0,4,True,1,0.0011023487490725533,-3010.3252601397767,0.002,True
ortho_th81_ph90,ortho_th81,ortho,81.0,90.0,5,True,1,0.000782437793304948,-3010.3221705345923,0.002,True
ortho_th81_ph108,ortho_th81,ortho,81.0,108.0,6,True,1,0.0003957604841194424,-3010.318892081262,0.002,True
ortho_th81_ph126,ortho_th81,ortho,81.0,126.0,7,True,1,0.00046886283260605155,-3010.3167546455284,0.002,True
ortho_th81_ph144,ortho_th81,ortho,81.0,144.0,8,True,1,0.0009981109195892747,-3010.317622930437,0.002,True
ortho_th81_ph162,ortho_th81,ortho,81.0,162.0,9,True,1,0.0008591620157260948,-3010.322083815884,0.002,True
ortho_th81_ph180,ortho_th81,ortho,81.0,180.0,10,True,1,0.001256138532933611,-3010.3273285970904,0.002,True
ortho_th81_ph198,ortho_th81,ortho,81.0,198.0,11,True,2,0.0007799424603789935,-3010.3289244242055,0.002,True
ortho_th81_ph216,ortho_th81,ortho,81.0,216.0,12,True,2,0.00033517510407858245,-3010.32653673047,0.002,True
ortho_th81_ph234,ortho_th81,ortho,81.0,234.0,13,True,1,0.001686725042194041,-3010.3272268057617,0.002,True
