     Theta        Phi           Ex           Ey           Ez              Nitro_E
   171.220    228.293    -0.010156    -0.011396    -0.098828    -436.565494685393
   171.220    237.073    -0.008298    -0.012813    -0.098828    -436.565600369374
   171.220    245.854    -0.006244    -0.013929    -0.098828    -436.565690263932
   171.220    254.634    -0.004045    -0.014719    -0.098828    -436.565764681476
   171.220    263.415    -0.001751    -0.015164    -0.098828    -436.565823688588
   171.220    272.195     0.000585    -0.015254    -0.098828    -436.565866950431
   171.220    280.976     0.002906    -0.014986    -0.098828    -436.565893652988
   171.220    289.756     0.005160    -0.014366    -0.098828    -436.565902508507
   171.220    298.537     0.007292    -0.013410    -0.098828    -436.565891843709
   171.220    307.317     0.009254    -0.012140    -0.098828    -436.565859765009
   171.220    316.098     0.010999    -0.010585    -0.098828    -436.565804389517
   171.220    324.878     0.012486    -0.008782    -0.098828    -436.565724124062
   171.220    333.659     0.013680    -0.006773    -0.098828    -436.565617967599
   171.220    342.439     0.014554    -0.004606    -0.098828    -436.565485806420
   171.220    351.220     0.015086    -0.002330    -0.098828    -436.565328668315
   171.220    360.000     0.015265    -0.000000    -0.098828    -436.565148902696
   175.610      0.000     0.007655     0.000000    -0.099707    -436.565818994539
   175.610      8.780     0.007565     0.001169    -0.099707    -436.565720038215
   175.610     17.561     0.007298     0.002310    -0.099707    -436.565617258516
   175.610     26.341     0.006860     0.003397    -0.099707    -436.565513390352
   175.610     35.122     0.006261     0.004404    -0.099707    -436.565411377596
   175.610     43.902     0.005516     0.005308    -0.099707    -436.565314255979
   175.610     52.683     0.004641     0.006088    -0.099707    -436.565225021364
   175.610     61.463     0.003657     0.006725    -0.099707    -436.565146492350
   175.610     70.244     0.002587     0.007204    -0.099707    -436.565081176792
   175.610     79.024     0.001457     0.007515    -0.099707    -436.565031151530
   175.610     87.805     0.000293     0.007649    -0.099707    -436.564997963654
   175.610     96.585    -0.000878     0.007604    -0.099707    -436.564982559954
   175.610    105.366    -0.002028     0.007381    -0.099707    -436.564985249140
   175.610    114.146    -0.003131     0.006985    -0.099707    -436.565005699077
   175.610    122.927    -0.004161     0.006425    -0.099707    -436.565042968774
   175.610    131.707    -0.005093     0.005715    -0.099707    -436.565095572437
   175.610    140.488    -0.005906     0.004870    -0.099707    -436.565161570506
   175.610    149.268    -0.006580     0.003912    -0.099707    -436.565238680619
   175.610    158.049    -0.007100     0.002862    -0.099707    -436.565324399946
   175.610    166.829    -0.007454     0.001744    -0.099707    -436.565416129502
   175.610    175.610    -0.007632     0.000586    -0.099707    -436.565511291163
   175.610    184.390    -0.007632    -0.000586    -0.099707    -436.565607429049
   175.610    193.171    -0.007454    -0.001744    -0.099707    -436.565702288713
   175.610    201.951    -0.007100    -0.002862    -0.099707    -436.565793870109
   175.610    210.732    -0.006580    -0.003912    -0.099707    -436.565880453037
   175.610    219.512    -0.005906    -0.004870    -0.099707    -436.565960596710
   175.610    228.293    -0.005093    -0.005715    -0.099707    -436.566033117546
   175.610    237.073    -0.004161    -0.006425    -0.099707    -436.566097051290
   175.610    245.854    -0.003131    -0.006985    -0.099707    -436.566151606744
   175.610    254.634    -0.002028    -0.007381    -0.099707    -436.566196118684
   175.610    263.415    -0.000878    -0.007604    -0.099707    -436.566230007056
   175.610    272.195     0.000293    -0.007649    -0.099707    -436.566252748395
   175.610    280.976     0.001457    -0.007515    -0.099707    -436.566263863715
   175.610    289.756     0.002587    -0.007204    -0.099707    -436.566262925143
   175.610    298.537     0.003657    -0.006725    -0.099707    -436.566249581450
   175.610    307.317     0.004641    -0.006088    -0.099707    -436.566223600523
   175.610    316.098     0.005516    -0.005308    -0.099707    -436.566184924799
   175.610    324.878     0.006261    -0.004404    -0.099707    -436.566133734037
   175.610    333.659     0.006860    -0.003397    -0.099707    -436.566070508467
   175.610    342.439     0.007298    -0.002310    -0.099707    -436.565996084657
   175.610    351.220     0.007565    -0.001169    -0.099707    -436.565911696512
   175.610    360.000     0.007655    -0.000000    -0.099707    -436.565818994539
   180.000      0.000     0.000000     0.000000    -0.100000    -436.565957271564
   180.000      8.780     0.000000     0.000000    -0.100000    -436.565957271564
   180.000     17.561     0.000000     0.000000    -0.100000    -436.565957271564
   180.000     26.341     0.000000     0.000000    -0.100000    -436.565957271564
   180.000     35.122     0.000000     0.000000    -0.100000    -436.565957271564
   180.000     43.902     0.000000     0.000000    -0.100000    -436.565957271564
   180.000     52.683     0.000000     0.000000    -0.100000    -436.565957271563
   180.000     61.463     0.000000     0.000000    -0.100000    -436.565957271564
   180.000     70.244     0.000000     0.000000    -0.100000    -436.565957271563
   180.000     79.024     0.000000     0.000000    -0.100000    -436.565957271564
   180.000     87.805     0.000000     0.000000    -0.100000    -436.565957271564
   180.000     96.585    -0.000000     0.000000    -0.100000    -436.565957271563
   180.000    105.366    -0.000000     0.000000    -0.100000    -436.565957271563
   180.000    114.146    -0.000000     0.000000    -0.100000    -436.565957271564
   180.000    122.927    -0.000000     0.000000    -0.100000    -436.565957271564
   180.000    131.707    -0.000000     0.000000    -0.100000    -436.565957271563
   180.000    140.488    -0.000000     0.000000    -0.100000    -436.565957271564
   180.000    149.268    -0.000000     0.000000    -0.100000    -436.565957271564
   180.000    158.049    -0.000000     0.000000    -0.100000    -436.565957271563
   180.000    166.829    -0.000000     0.000000    -0.100000    -436.565957271564
   180.000    175.610    -0.000000     0.000000    -0.100000    -436.565957271563
   180.000    184.390    -0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    193.171    -0.000000    -0.000000    -0.100000    -436.565957271563
   180.000    201.951    -0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    210.732    -0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    219.512    -0.000000    -0.000000    -0.100000    -436.565957271563
   180.000    228.293    -0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    237.073    -0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    245.854    -0.000000    -0.000000    -0.100000    -436.565957271563
   180.000    254.634    -0.000000    -0.000000    -0.100000    -436.565957271563
   180.000    263.415    -0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    272.195     0.000000    -0.000000    -0.100000    -436.565957271563
   180.000    280.976     0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    289.756     0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    298.537     0.000000    -0.000000    -0.100000    -436.565957271563
   180.000    307.317     0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    316.098     0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    324.878     0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    333.659     0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    342.439     0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    351.220     0.000000    -0.000000    -0.100000    -436.565957271564
   180.000    360.000     0.000000    -0.000000    -0.100000    -436.565957271564
