theta,phi,E_el,E_el_uncoupled,E_ph,E_blc,E_dse,E_total
0.0,226.51685393258427,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,230.56179775280899,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,234.6067415730337,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,238.65168539325845,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,242.69662921348316,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,246.74157303370788,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,250.7865168539326,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,254.8314606741573,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,258.87640449438203,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,262.92134831460675,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,266.96629213483146,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,271.0112359550562,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,275.0561797752809,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,279.1011235955056,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
